date,FELONY,MISDEMEANOR,VIOLATION,total
2015-07-17,468,786,177,1431
2015-07-18,426,784,188,1398
2015-07-19,396,692,159,1247
2015-07-20,424,765,216,1405
2015-07-21,441,785,198,1424
2015-07-22,467,809,210,1486
2015-07-23,465,826,230,1521
2015-07-24,473,828,192,1493
2015-07-25,454,863,210,1527
2015-07-26,458,762,207,1427
2015-07-27,401,721,193,1315
2015-07-28,420,748,175,1343
2015-07-29,489,781,208,1478
2015-07-30,436,764,178,1378
2015-07-31,473,798,199,1470
2015-08-01,511,964,183,1658
2015-08-02,440,747,175,1362
2015-08-03,436,765,195,1396
2015-08-04,438,805,209,1452
2015-08-05,485,844,215,1544
2015-08-06,452,798,197,1447
2015-08-07,484,838,196,1518
2015-08-08,467,815,166,1448
2015-08-09,381,756,184,1321
2015-08-10,417,750,191,1358
2015-08-11,407,694,175,1276
2015-08-12,487,849,168,1504
2015-08-13,488,817,203,1508
2015-08-14,509,852,201,1562
2015-08-15,444,859,212,1515
2015-08-16,392,790,171,1353
2015-08-17,389,704,214,1307
2015-08-18,437,777,189,1403
2015-08-19,465,800,212,1477
2015-08-20,441,878,196,1515
2015-08-21,483,826,188,1497
2015-08-22,477,815,181,1473
2015-08-23,429,730,188,1347
2015-08-24,444,717,204,1365
2015-08-25,473,746,187,1406
2015-08-26,488,772,174,1434
2015-08-27,425,740,193,1358
2015-08-28,493,806,191,1490
2015-08-29,418,837,173,1428
2015-08-30,425,722,165,1312
2015-08-31,383,682,193,1258
2015-09-01,495,903,228,1626
2015-09-02,416,794,200,1410
2015-09-03,460,777,183,1420
2015-09-04,517,802,189,1508
2015-09-05,462,811,171,1444
2015-09-06,391,746,186,1323
2015-09-07,390,680,153,1223
2015-09-08,410,708,171,1289
2015-09-09,431,791,215,1437
2015-09-10,427,663,187,1277
2015-09-11,488,791,204,1483
2015-09-12,452,779,195,1426
2015-09-13,410,664,164,1238
2015-09-14,382,681,194,1257
2015-09-15,433,787,189,1409
2015-09-16,443,733,200,1376
2015-09-17,410,759,202,1371
2015-09-18,482,868,213,1563
2015-09-19,510,809,182,1501
2015-09-20,443,720,195,1358
2015-09-21,425,663,192,1280
2015-09-22,479,802,189,1470
2015-09-23,439,744,186,1369
2015-09-24,378,660,179,1217
2015-09-25,438,717,179,1334
2015-09-26,396,734,175,1305
2015-09-27,358,694,175,1227
2015-09-28,441,663,175,1279
2015-09-29,404,679,197,1280
2015-09-30,421,732,190,1343
2015-10-01,518,770,164,1452
2015-10-02,410,614,146,1170
2015-10-03,368,642,159,1169
2015-10-04,418,706,176,1300
2015-10-05,421,699,208,1328
2015-10-06,458,760,182,1400
2015-10-07,411,746,169,1326
2015-10-08,435,736,170,1341
2015-10-09,474,795,183,1452
2015-10-10,455,703,162,1320
2015-10-11,427,701,181,1309
2015-10-12,386,643,158,1187
2015-10-13,438,688,211,1337
2015-10-14,441,744,179,1364
2015-10-15,454,807,197,1458
2015-10-16,453,829,202,1484
2015-10-17,405,678,145,1228
2015-10-18,369,593,141,1103
2015-10-19,394,622,167,1183
2015-10-20,443,748,178,1369
2015-10-21,448,747,198,1393
2015-10-22,476,723,184,1383
2015-10-23,447,733,183,1363
2015-10-24,362,738,168,1268
2015-10-25,385,678,165,1228
2015-10-26,377,641,164,1182
2015-10-27,382,617,203,1202
2015-10-28,366,550,168,1084
2015-10-29,413,738,180,1331
2015-10-30,466,750,170,1386
2015-10-31,510,774,166,1450
2015-11-01,441,827,194,1462
2015-11-02,400,597,173,1170
2015-11-03,399,683,156,1238
2015-11-04,446,773,190,1409
2015-11-05,457,699,175,1331
2015-11-06,466,715,210,1391
2015-11-07,438,745,171,1354
2015-11-08,365,608,148,1121
2015-11-09,400,656,156,1212
2015-11-10,417,629,176,1222
2015-11-11,377,688,172,1237
2015-11-12,432,711,178,1321
2015-11-13,446,730,185,1361
2015-11-14,381,653,152,1186
2015-11-15,360,670,168,1198
2015-11-16,410,614,196,1220
2015-11-17,422,686,179,1287
2015-11-18,390,695,175,1260
2015-11-19,392,674,180,1246
2015-11-20,451,771,189,1411
2015-11-21,410,720,156,1286
2015-11-22,377,633,154,1164
2015-11-23,355,590,165,1110
2015-11-24,406,658,142,1206
2015-11-25,423,677,165,1265
2015-11-26,310,476,134,920
2015-11-27,410,690,143,1243
2015-11-28,399,674,147,1220
2015-11-29,340,589,142,1071
2015-11-30,370,583,144,1097
2015-12-01,388,662,152,1202
2015-12-02,410,674,163,1247
2015-12-03,370,637,182,1189
2015-12-04,440,730,184,1354
2015-12-05,389,738,177,1304
2015-12-06,364,621,158,1143
2015-12-07,366,608,181,1155
2015-12-08,389,639,160,1188
2015-12-09,365,649,169,1183
2015-12-10,398,716,177,1291
2015-12-11,469,792,194,1455
2015-12-12,495,759,156,1410
2015-12-13,381,652,174,1207
2015-12-14,377,643,155,1175
2015-12-15,389,670,173,1232
2015-12-16,376,627,166,1169
2015-12-17,336,623,176,1135
2015-12-18,471,647,155,1273
2015-12-19,397,635,148,1180
2015-12-20,354,571,146,1071
2015-12-21,330,580,159,1069
2015-12-22,373,666,138,1177
2015-12-23,325,605,138,1068
2015-12-24,349,547,151,1047
2015-12-25,292,446,144,882
2015-12-26,335,587,137,1059
2015-12-27,319,557,144,1020
2015-12-28,311,559,146,1016
2015-12-29,301,544,136,981
2015-12-30,323,526,119,968
2015-12-31,225,360,108,693
